"L..iners","L..crispatus","L..gasseri","L..jensenii","Prevotella","Megasphaera","Sneathia","Atopobium","Streptococcus","Dialister","Lachnospiraceae_8","Anaerococcus","Peptoniphilus","Eggerthella","Finegoldia","Proteobacteria_12","Ruminococcaceae_3","Ureaplasma","Mycoplasmataceae_1","Aerococcus","Parvimonas","Staphylococcus","Corynebacterium","Veillonella","L..vaginalis","Gardnerella","Bacteroides","Prevotellaceae_2","Peptostreptococcus","Mobiluncus","Pasteurella","Porphyromonas","Lactobacillus_1","Clostridiales_17","Klebsiella","Lactobacillales_2","Gemella","Ruminococcaceae_4","Lactobacillales_5","Ruminococcaceae_Incertae_Sedis","Lactobacillales_6","Campylobacter","Fusobacterium","Lactobacillus_4","Lachnospiraceae_Incertae_Sedis","Lachnospiraceae_7","Actinomyces","Moryella","Bacteroidetes_8","Anaeroglobus","Propionibacterium","Bifidobacterium","Lachnospiraceae_4","Varibaculum","Prevotellaceae_1","Lactobacillus_2","Exiguobacterium","Proteobacteria_1","Bacteroidales_1","Enterobacter","Facklamia","Segniliparus","Rothia","Proteobacteria_2","Peptococcus","Enterococcus","Arcanobacterium","Dethiosulfovibrio","Brevibacterium","Lactobacillales_7","Lactobacillales_1","Flavobacteriaceae_4","Lactobacillus_3","Enterobacteriaceae_1","Coriobacteriaceae_2","Bulleidia","Clostridium","Lachnospiraceae_9","Arthrobacter","Sutterella","Neisseria","Coriobacteriaceae_1","Citrobacter","Dorea","Lactococcus","Lachnospiraceae_6","Granulicatella","Clostridiales_1","Alistipes","Bacteroidetes_12","Bacteria_4","Actinobaculum","Enterobacteriaceae_5","Clostridiales_15","Oerskovia","Bacteroidetes_5","Lachnospiraceae_2","Lachnospiraceae_1","Ruminococcus","Scardovia","Anaerovorax","Propionimicrobium","Fastidiosipila","Stenotrophomonas","Megamonas","Enterobacteriaceae_8","Pseudomonas","Roseburia","Gallicola","Haemophilus","Bacteroidetes_1","Parabacteroides","Acidovorax","Kocuria","Helcococcus","Acinetobacter","Clostridiales_6","Serratia","Coprobacillus","Burkholderiales_2","Atopobacter","Subdoligranulum","Coriobacteriaceae_3","Clostridiales_11","Bacteroidales_2","Bacteroidetes_7","Clostridiales_4","Sphingomonas","TM7_genera_incertae_sedis","Collinsella","Erysipelotrichaceae_Incertae_Sedis","Bacillus_j","Coprococcus","Skermanella","Ruminococcaceae_2","GpI","Neisseriaceae_1","Bacteroidetes_3","Lachnospiraceae_5","Peptostreptococcaceae_Incertae_Sedis","Capnocytophaga","Betaproteobacteria_3","Bacteria_17","Clostridiales_16","Dermabacter","Bacteria_22","Slackia","Bacteria_19","Micrococcus","Clostridiales_8","Enterobacteriaceae_7","Bacteria_5","Clostridiales_2","Bacteria_15","Ruminococcaceae_1","Paenibacillus","Flavobacterium","Flexibacteraceae_2","Bacteria_12","Janthinobacterium","Succinispira","Salmonella","Ruminococcaceae_6","Bacteria_23","Firmicutes_3","Enterobacteriaceae_2","Incertae_sedis_5_2","GpIX","Proteobacteria_9","Bacteria_6","Proteobacteria_13","Bacteroidetes_11","Lachnospiraceae_3","Fusobacteriaceae_1","Duganella","Bacteroidetes_4","Luteococcus","Firmicutes_2","Catenibacterium","SR1_genera_incertae_sedis","Crenotrichaceae_1","Dermabacteraceae_1","Pantoea","Proteobacteria_11","Acidaminococcus","Veillonellaceae_1","Flexibacteraceae_4","Enhydrobacter","Firmicutes_4","Clostridia_2","Methylobacterium","Bacilli_4","Bacteria_8","Enterococcaceae_1","Firmicutes_5","Chryseobacterium","Aquabacterium","Jeotgalicoccus","Conchiformibius","Proteobacteria_14","Bacteria_11","Bacteroidetes_9","Rhodococcus","Flexibacteraceae_3","Ruminococcaceae_5","Actinobacillus","Zimmermannella","Proteobacteria_15","Incertae_sedis_5_1","Clostridiales_5","OD1_genera_incertae_sedis","Firmicutes_1","Bilophila","Clostridiales_9","Clostridiales_7","Leptotrichia","Bradyrhizobium","Flexibacteraceae_5","Rhizobium","Proteobacteria_3","Ruminococcaceae_8","Rhodoferax","Methylovorus","Janibacter","Corynebacterineae_1","Riemerella","Turicella","Pseudomonadaceae_1","Gp8","Clostridiales_10","Novosphingobium","Flexibacteraceae_1","Microbacteriaceae_1","Bacillales_5","Selenomonas","Roseomonas","Polaromonas","Patulibacter","Gordonia","Flectobacillus","Dermacoccus","Bacillus_c","Clostridiales_18","Proteobacteria_16","Simplicispira","Bacilli_2","Microbacterium"
"S304",0.012,0.967,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S305",0,0,0.001,0.387,0.008,0,0,0,0.596,0.003,0,0.001,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0.001,0,0,0,0,0,0,0.001,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S306",0.967,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S307",0.785,0,0,0,0.073,0,0,0.008,0.012,0.003,0,0.03,0.003,0.002,0.005,0,0,0.004,0.003,0.006,0,0,0.003,0.019,0,0,0,0.003,0.008,0,0,0,0,0,0,0.002,0.007,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.002,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S308",0.048,0,0,0,0.142,0.121,0.043,0.026,0,0.082,0.29,0.002,0.004,0.055,0.004,0.06,0.012,0.001,0,0.004,0.014,0,0,0,0,0,0.001,0.037,0.001,0.004,0,0,0,0,0,0,0.005,0.005,0,0.013,0,0,0,0,0,0.001,0,0,0,0.001,0,0,0.002,0,0.003,0,0,0.003,0,0,0,0,0,0.001,0,0,0,0,0,0.001,0,0,0,0,0,0.001,0,0.002,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S309",0,0,0.903,0,0.004,0.001,0,0,0.046,0.004,0,0.015,0.002,0,0.004,0,0,0,0,0.002,0.001,0.001,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0.004,0.002,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S310",0.002,0,0,0,0.277,0.13,0.009,0.014,0,0.045,0.325,0,0.028,0.017,0,0,0.01,0,0.008,0.006,0.023,0,0,0,0,0.002,0,0.002,0,0.069,0,0.006,0,0,0,0,0.003,0.001,0,0.002,0,0,0,0,0,0,0,0.003,0.003,0,0,0,0.002,0,0,0,0,0,0.001,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0.001,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S311",0.016,0.001,0,0,0.286,0,0,0,0,0.001,0,0,0.001,0,0.01,0,0,0.664,0,0,0,0.001,0.002,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0.004,0,0,0,0,0,0.001,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S312",0,0.945,0,0.005,0.004,0.001,0,0,0.001,0.002,0.002,0.001,0.002,0,0.006,0,0,0,0,0,0.001,0.003,0.013,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0.001,0,0,0,0,0.001,0,0,0,0.001,0,0.003,0,0,0,0,0.001,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S313",0.071,0,0,0,0.384,0.051,0.217,0.146,0,0.027,0,0,0.003,0.01,0.001,0.036,0.022,0,0,0,0.005,0,0,0,0,0,0,0.008,0,0,0,0.001,0,0,0,0,0.001,0.007,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0.002,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S314",0.031,0,0,0,0.192,0.263,0.012,0.053,0,0.023,0.079,0,0.002,0.163,0,0.018,0.058,0.006,0,0.002,0.011,0,0.004,0,0,0.004,0,0.017,0,0.004,0,0,0,0,0,0,0.001,0.005,0,0.001,0,0,0,0,0,0,0.001,0,0.004,0.004,0,0,0.024,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0.002,0,0.002,0,0,0,0,0,0.002,0.001,0,0.001,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S315",0.463,0,0,0,0.038,0.142,0,0.182,0.001,0.044,0,0,0,0.007,0,0,0.013,0.001,0,0.061,0.007,0,0,0,0,0.005,0,0.031,0,0,0,0,0,0,0,0.001,0,0,0.001,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S316",0.269,0,0,0,0.206,0.185,0.012,0.083,0,0.019,0,0,0.01,0.019,0,0,0.066,0,0,0.046,0.043,0,0,0,0,0.009,0,0.002,0,0.008,0,0,0,0.001,0,0,0.011,0,0.001,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S317",0.967,0,0,0,0.003,0,0,0,0.003,0.002,0,0,0.002,0,0.004,0,0,0.004,0,0,0,0.001,0.002,0.002,0,0,0,0,0,0,0,0,0,0,0.001,0.004,0,0,0.003,0,0,0,0.002,0,0,0,0.001,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S318",0.938,0.023,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0.001,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S319",0.988,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0.003,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S320",0.94,0,0,0.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S321",0.234,0,0,0,0.137,0.106,0.159,0.13,0,0.02,0,0,0.001,0.017,0,0.104,0.031,0.002,0.001,0.003,0.007,0,0.002,0,0,0.001,0,0.002,0,0.016,0,0,0,0,0,0.001,0.003,0.005,0,0.001,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0.002,0,0,0.005,0,0,0,0,0,0.002,0,0,0.001,0,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S322",0,0,0.09,0,0.306,0,0,0.016,0.136,0.08,0,0.121,0.032,0,0.018,0,0,0,0,0.003,0.035,0.002,0.024,0,0,0,0,0,0,0,0,0.002,0,0.002,0,0,0,0,0,0,0,0.012,0.019,0,0,0.008,0.049,0,0,0,0.001,0.004,0,0,0,0,0,0,0,0,0.002,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019,0,0,0,0.001,0.001,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S323",0.915,0.061,0,0.008,0.001,0,0.001,0,0.001,0,0,0,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S324",0.694,0.301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
